probeid	MSU6
1554448_at NA
1554449_at NA
1554450_s_at NA
1554451_s_at NA
1554452_a_at NA
1554453_at NA
1554455_at NA
1554456_a_at NA
1554459_s_at NA
1554460_at NA
1554462_a_at NA
1554464_a_at NA
1554465_s_at NA
1554466_a_at NA
1554468_s_at NA
1554469_at NA
1554470_s_at NA
1554471_a_at NA
1554472_a_at NA
1554473_at NA
1554474_a_at NA
1554475_a_at NA
1554476_x_at NA
1554478_a_at NA
1554479_a_at NA
1554480_a_at NA
1554481_a_at NA
1554482_a_at NA
1554483_at NA
1554485_s_at NA
1554486_a_at NA
1554487_a_at NA
1554488_at NA
1554489_a_at NA
1554491_a_at NA
1554492_at NA
1554493_s_at NA
1554494_at NA
1554495_s_at NA
1554496_at NA
1554499_s_at NA
1554500_a_at NA
1554501_at NA
1554503_a_at NA
1554504_at NA
1554506_x_at NA
1554507_at NA
1554508_at NA
1554509_a_at NA
1554510_s_at NA
1554511_at NA
1554512_a_at NA
1554513_s_at NA
1554514_at NA
1554516_at NA
1554517_x_at NA
1554518_at NA
1554519_at NA
1554520_at NA
1554522_at NA
1554523_a_at NA
1554524_a_at NA
1554526_at NA
1554528_at NA
1554530_at NA
1554531_at NA
1554533_at NA
1554534_at NA
1554536_at NA
1554537_at NA
1554538_at NA
1554539_a_at NA
1554540_at NA
1554541_a_at NA
1554542_at NA
1554543_at NA
1554544_a_at NA
1554545_at NA
1554547_at NA
1554549_a_at NA
1554550_at NA
1554553_s_at NA
1554554_at NA
1554555_a_at NA
1554556_a_at NA
1554557_at NA
1554558_at NA
1554559_at NA
1554560_at NA
1554564_a_at NA
1554565_x_at NA
1554566_at NA
1554568_at NA
1554569_a_at NA
1554571_at NA
1554572_a_at NA
1554574_a_at NA
1554575_a_at NA
1554576_a_at NA
1554577_a_at NA
1554578_at NA
1554579_a_at NA
1554580_a_at NA
1554582_a_at NA
1554583_a_at NA
1554584_at NA
1554586_a_at NA
1554588_a_at NA
1554589_at NA
1554591_at NA
1554592_a_at NA
1554593_s_at NA
1554594_at NA
1554595_at NA
1554597_at NA
1554599_x_at NA
1554600_s_at NA
1554601_at NA
1554602_at NA
1554604_at NA
1554606_at NA
1554607_at NA
1554608_at NA
1554609_at NA
1554610_at NA
1554612_at NA
1554613_a_at NA
1554614_a_at NA
1554615_at NA
1554616_at NA
1554618_at NA
1554619_at NA
1554621_at NA
1554623_x_at NA
1554624_a_at NA
1554625_at NA
1554627_a_at NA
1554628_at NA
1554629_at NA
1554631_at NA
1554633_a_at NA
1554634_at NA
1554635_a_at NA
1554636_at NA
1554637_a_at NA
1554638_at NA
1554640_at NA
1554641_a_at NA
1554642_at NA
1554643_at NA
1554646_at NA
1554648_a_at NA
1554649_at NA
1554650_a_at NA
1554652_s_at NA
1554655_a_at NA
1554657_a_at NA
1554659_at NA
1554660_a_at NA
1554661_s_at NA
1554662_at NA
1554663_a_at NA
1554664_at NA
1554665_at NA
1554666_at NA
1554667_s_at NA
1554668_a_at NA
1554670_at NA
1554671_a_at NA
1554672_at NA
1554675_a_at NA
1554676_at NA
1554677_s_at NA
1554678_s_at NA
1554679_a_at NA
1554680_s_at NA
1554681_a_at NA
1554683_a_at NA
1554685_a_at NA
1554686_at NA
1554689_a_at NA
1554690_a_at NA
1554691_a_at NA
1554692_at NA
1554694_at NA
1554696_s_at NA
1554697_at NA
1554699_at NA
1554700_at NA
1554701_a_at NA
1554702_at NA
1554703_at NA
1554704_at NA
1554705_at NA
1554706_at NA
1554707_at NA
1554708_s_at NA
1554710_at NA
1554711_at NA
1554712_a_at NA
1554714_at NA
1554715_at NA
1554716_s_at NA
1554717_a_at NA
1554719_at NA
1554721_a_at NA
1554722_at NA
1554723_x_at NA
1554724_at NA
1554725_at NA
1554726_at NA
1554728_at NA
1554730_at NA
1554732_at NA
1554733_at NA
1554735_a_at NA
1554736_at NA
1554737_at NA
1554739_at NA
1554740_a_at NA
1554741_s_at NA
1554742_at NA
1554743_x_at NA
1554744_at NA
1554745_at NA
1554747_a_at NA
1554748_at NA
1554749_s_at NA
1554751_at NA
1554752_a_at NA
1554755_a_at NA
1554757_a_at NA
1554758_a_at NA
1554759_at NA
1554761_a_at NA
1554762_a_at NA
1554763_at NA
1554764_a_at NA
1554765_a_at NA
1554766_s_at NA
1554767_s_at NA
1554768_a_at NA
1554769_at NA
1554770_x_at NA
1554771_at NA
1554772_at NA
1554773_at NA
1554774_at NA
1554776_at NA
1554777_at NA
1554778_at NA
1554779_s_at NA
1554780_a_at NA
1554781_at NA
1554782_at NA
1554783_s_at NA
1554784_at NA
1554785_at NA
1554786_at NA
1554787_at NA
1554789_a_at NA
1554790_at NA
1554791_a_at NA
1554793_at NA
1554794_a_at NA
1554795_a_at NA
1554796_at NA
1554797_at NA
1554798_at NA
1554800_at NA
1554801_at NA
1554803_s_at NA
1554804_a_at NA
1554805_at NA
1554806_a_at NA
1554807_a_at NA
1554808_at NA
1554809_at NA
1554810_at NA
1554812_at NA
1554813_at NA
1554814_at NA
1554816_at NA
1554818_s_at NA
1554819_a_at NA
1554820_at NA
1554821_a_at NA
1554822_at NA
1554824_at NA
1554825_at NA
1554826_at NA
1554827_a_at NA
1554828_at NA
1554830_a_at NA
1554831_x_at NA
1554833_at NA
1554834_a_at NA
1554835_a_at NA
1554836_at NA
1554837_a_at NA
1554839_at NA
1554840_at NA
1554841_at NA
1554842_at NA
1554844_at NA
1554846_at NA
1554847_at NA
1554849_at NA
1554850_at NA
1554852_a_at NA
1554853_at NA
1554855_at NA
1554857_at NA
1554860_at NA
1554862_at NA
1554863_s_at NA
1554864_a_at NA
1554865_at NA
1554866_at NA
1554867_a_at NA
1554868_s_at NA
1554869_at NA
1554871_at NA
1554872_a_at NA
1554873_at NA
1554874_at NA
1554875_at NA
1554876_a_at NA
1554878_a_at NA
1554880_at NA
1554882_at NA
1554883_a_at NA
1554884_at NA
1554885_a_at NA
1554886_a_at NA
1554887_at NA
1554889_at NA
1554890_a_at NA
1554891_at NA
1554892_a_at NA
1554894_a_at NA
1554895_a_at NA
1554897_s_at NA
1554899_s_at NA
1554901_at NA
1554903_at NA
1554905_x_at NA
1554906_a_at NA
1554907_a_at NA
1554908_at NA
1554909_at NA
1554910_at NA
1554911_at NA
1554912_at NA
1554914_at NA
1554915_a_at NA
1554916_a_at NA
1554918_a_at NA
1554919_s_at NA
1554920_at NA
1554921_a_at NA
1554922_at NA
1554923_at NA
1554927_at NA
1554929_at NA
1554930_a_at NA
1554931_at NA
1554932_at NA
1554933_at NA
1554934_at NA
1554937_x_at NA
1554938_a_at NA
1554940_a_at NA
1554941_at NA
1554942_a_at NA
1554943_at NA
1554945_x_at NA
1554946_at NA
1554947_at NA
1554948_at NA
1554949_at NA
1554950_at NA
1554951_at NA
1554952_s_at NA
1554953_a_at NA
1554954_at NA
1554957_at NA
1554958_at NA
1554960_at NA
1554961_at NA
1554962_a_at NA
1554963_at NA
1554964_x_at NA
1554965_at NA
1554966_a_at NA
1554967_at NA
1554969_x_at NA
1554970_at NA
1554971_at NA
1554972_at NA
1554973_a_at NA
1554974_at NA
1554976_a_at NA
1554977_at NA
1554978_at NA
1554980_a_at NA
1554981_at NA
1554982_a_at NA
1554983_at NA
1554984_a_at NA
1554985_at NA
1554986_a_at NA
1554987_at NA
1554988_at NA
1554989_at NA
1554992_at NA
1554994_at NA
1554996_at NA
1554997_a_at NA
1554999_at NA
1555000_at NA
1555001_at NA
1555002_at NA
1555003_at NA
1555004_a_at NA
1555006_at NA
1555007_s_at NA
1555009_a_at NA
1555011_at NA
1555014_x_at NA
1555015_a_at NA
1555016_at NA
1555018_at NA
1555019_at NA
1555020_a_at NA
1555021_a_at NA
1555022_at NA
1555024_at NA
1555025_at NA
1555027_at NA
1555028_at NA
1555031_at NA
1555032_at NA
1555033_a_at NA
1555034_at NA
1555035_a_at NA
1555037_a_at NA
1555038_at NA
1555039_a_at NA
1555040_at NA
1555041_a_at NA
1555042_at NA
1555043_at NA
1555044_a_at NA
1555046_at NA
1555048_a_at NA
1555049_at NA
1555051_at NA
1555052_a_at NA
1555053_at NA
1555055_at NA
1555056_at NA
1555057_at NA
1555058_a_at NA
1555059_at NA
1555060_a_at NA
1555062_s_at NA
1555063_at NA
1555065_x_at NA
1555068_at NA
1555071_at NA
1555073_at NA
1555074_a_at NA
1555076_at NA
1555078_at NA
1555079_at NA
1555082_a_at NA
1555083_at NA
1555084_at NA
1555085_at NA
1555086_at NA
1555088_x_at NA
1555090_x_at NA
1555091_at NA
1555092_at NA
1555095_at NA
1555096_at NA
1555097_a_at NA
1555098_a_at NA
1555099_at NA
1555100_at NA
1555102_at NA
1555103_s_at NA
1555105_a_at NA
1555106_a_at NA
1555107_a_at NA
1555108_at NA
1555110_a_at NA
1555111_at NA
1555112_a_at NA
1555113_at NA
1555114_at NA
1555116_s_at NA
1555117_at NA
1555118_at NA
1555120_at NA
1555122_at NA
1555123_at NA
1555124_at NA
1555125_at NA
1555127_at NA
1555129_at NA
1555130_at NA
1555131_a_at NA
1555132_at NA
1555133_at NA
1555135_at NA
1555136_at NA
1555137_a_at NA
1555139_a_at NA
1555140_a_at NA
1555141_a_at NA
1555142_at NA
1555144_at NA
1555145_at NA
1555146_at NA
1555148_a_at NA
1555151_s_at NA
1555153_s_at NA
1555154_a_at NA
1555155_at NA
1555157_at NA
1555158_at NA
1555159_at NA
1555162_at NA
1555163_at NA
1555164_at NA
1555165_a_at NA
1555166_a_at NA
1555167_s_at NA
1555168_a_at NA
1555169_at NA
1555171_at NA
1555173_at NA
1555174_at NA
1555175_a_at NA
1555176_at NA
1555177_at NA
1555179_at NA
1555180_at NA
1555181_a_at NA
1555183_at NA
1555185_x_at NA
1555186_at NA
1555187_at NA
1555188_at NA
1555189_a_at NA
1555191_a_at NA
1555192_at NA
1555193_a_at NA
1555194_at NA
1555195_at NA
1555196_at NA
1555197_a_at NA
1555198_x_at NA
1555199_at NA
1555201_a_at NA
1555202_a_at NA
1555203_s_at NA
1555204_at NA
1555205_at NA
1555206_at NA
1555209_at NA
1555210_at NA
1555212_at NA
1555213_a_at NA
1555214_a_at NA
1555215_a_at NA
1555216_a_at NA
1555217_at NA
1555219_at NA
1555220_a_at NA
1555221_at NA
1555222_a_at NA
1555224_at NA
1555225_at NA
1555226_s_at NA
1555227_a_at NA
1555229_a_at NA
1555230_a_at NA
1555231_a_at NA
1555233_at NA
1555234_a_at NA
1555235_s_at NA
1555236_a_at NA
1555237_at NA
1555238_at NA
1555240_s_at NA
1555241_at NA
1555243_x_at NA
1555244_at NA
1555245_s_at NA
1555246_a_at NA
1555247_a_at NA
1555248_a_at NA
1555250_a_at NA
1555251_a_at NA
1555252_a_at NA
1555253_at NA
1555255_a_at NA
1555256_at NA
1555257_a_at NA
1555259_at NA
1555261_at NA
1555262_a_at NA
1555263_at NA
1555264_a_at NA
1555265_at NA
1555266_a_at NA
1555267_at NA
1555268_a_at NA
1555269_a_at NA
1555270_a_at NA
1555271_a_at NA
1555272_at NA
1555273_at NA
1555274_a_at NA
1555275_a_at NA
1555277_a_at NA
1555278_a_at NA
1555279_at NA
1555281_x_at NA
1555282_a_at NA
1555284_at NA
1555286_at NA
1555288_s_at NA
1555289_at NA
1555291_at NA
1555292_at NA
1555294_a_at NA
1555298_a_at NA
1555299_s_at NA
1555300_a_at NA
1555301_a_at NA
1555303_at NA
1555304_a_at NA
1555305_at NA
1555306_a_at NA
1555307_at NA
1555308_at NA
1555309_a_at NA
1555310_a_at NA
1555311_at NA
1555313_a_at NA
1555314_at NA
1555315_a_at NA
1555316_a_at NA
1555317_at NA
1555318_at NA
1555319_at NA
1555320_a_at NA
1555321_at NA
1555322_at NA
1555323_at NA
1555324_at NA
1555325_s_at NA
1555326_a_at NA
1555330_at NA
1555332_at NA
1555334_s_at NA
1555335_at NA
1555336_a_at NA
1555337_a_at NA
1555338_s_at NA
1555339_at NA
1555340_x_at NA
1555341_at NA
1555342_a_at NA
1555343_at NA
1555344_at NA
1555345_at NA
1555346_at NA
1555347_at NA
1555348_at NA
1555349_a_at NA
1555350_at NA
1555351_s_at NA
1555352_at NA
1555353_at NA
1555355_a_at NA
1555356_a_at NA
1555357_at NA
1555358_a_at NA
1555359_at NA
1555360_a_at NA
1555363_s_at NA
1555364_at NA
1555365_x_at NA
1555366_at NA
1555367_at NA
1555368_x_at NA
1555369_at NA
1555370_a_at NA
1555371_at NA
1555372_at NA
1555373_at NA
1555374_at NA
1555375_at NA
1555377_at NA
1555378_at NA
1555379_at NA
1555380_at NA
1555382_at NA
1555383_a_at NA
1555384_a_at NA
1555385_at NA
1555387_at NA
1555388_s_at NA
1555390_at NA
1555391_a_at NA
1555392_at NA
1555393_s_at NA
1555394_at NA
1555395_at NA
1555396_s_at NA
1555397_at NA
1555399_a_at NA
1555400_at NA
1555401_at NA
1555403_a_at NA
1555404_a_at NA
1555405_at NA
1555407_s_at NA
1555408_at NA
1555409_a_at NA
1555410_at NA
1555411_a_at NA
1555412_at NA
1555413_s_at NA
1555415_at NA
1555416_a_at NA
1555417_a_at NA
1555419_a_at NA
1555420_a_at NA
1555421_at NA
1555423_at NA
1555425_x_at NA
1555426_a_at NA
1555427_s_at NA
1555429_at NA
1555430_at NA
1555431_a_at NA
1555433_at NA
1555434_a_at NA
1555435_at NA
1555436_a_at NA
1555437_at NA
1555439_at NA
1555441_at NA
1555443_at NA
1555444_a_at NA
1555445_at NA
1555446_s_at NA
1555447_at NA
1555448_at NA
1555450_a_at NA
1555452_at NA
1555454_at NA
1555456_at NA
1555457_at NA
1555460_a_at NA
1555461_at NA
1555462_at NA
1555463_a_at NA
1555464_at NA
1555465_at NA
1555467_a_at NA
1555468_at NA
1555469_a_at NA
1555470_a_at NA
1555471_a_at NA
1555472_at NA
1555474_at NA
1555475_x_at NA
1555476_at NA
1555478_at NA
1555480_a_at NA
1555483_x_at NA
1555485_s_at NA
1555486_a_at NA
1555487_a_at NA
1555488_at NA
1555489_at NA
1555490_s_at NA
1555491_a_at NA
1555492_a_at NA
1555495_a_at NA
1555497_a_at NA
1555498_at NA
1555499_a_at NA
1555500_s_at NA
1555501_s_at NA
1555502_at NA
1555503_a_at NA
1555504_at NA
1555505_a_at NA
1555509_a_at NA
1555510_at NA
1555513_at NA
1555514_a_at NA
1555515_a_at NA
1555516_at NA
1555517_at NA
1555519_at NA
1555520_at NA
1555522_s_at NA
1555523_a_at NA
1555526_a_at NA
1555527_at NA
1555529_at NA
1555533_at NA
1555535_at NA
1555536_at NA
1555538_s_at NA
1555539_at NA
1555540_at NA
1555542_at NA
1555543_a_at NA
1555544_a_at NA
1555545_at NA
1555546_a_at NA
1555547_at NA
1555548_at NA
1555550_at NA
1555551_at NA
1555553_a_at NA
1555554_at NA
1555555_at NA
1555557_a_at NA
1555558_at NA
1555559_s_at NA
1555560_at NA
1555561_a_at NA
1555562_a_at NA
1555564_a_at NA
1555565_s_at NA
1555567_s_at NA
1555568_at NA
1555569_a_at NA
1555571_at NA
1555572_at NA
1555573_at NA
1555575_a_at NA
1555578_at NA
1555579_s_at NA
1555580_at NA
1555581_a_at NA
1555585_a_at NA
1555586_at NA
1555587_at NA
1555590_a_at NA
1555591_at NA
1555594_a_at NA
1555595_at NA
1555598_a_at NA
1555600_s_at NA
1555601_at NA
1555602_a_at NA
1555603_at NA
1555605_x_at NA
1555606_a_at NA
1555608_at NA
1555609_a_at NA
1555610_at NA
1555611_s_at NA
1555612_s_at NA
1555613_a_at NA
1555614_at NA
1555616_at NA
1555617_x_at NA
1555618_s_at NA
1555620_a_at NA
1555623_at NA
1555624_a_at NA
1555626_a_at NA
1555627_s_at NA
1555628_a_at NA
1555629_at NA
1555630_a_at NA
1555631_at NA
1555632_at NA
1555634_a_at NA
1555636_at NA
1555638_a_at NA
1555639_a_at NA
1555640_at NA
1555643_s_at NA
1555645_at NA
1555646_at NA
1555647_a_at NA
1555648_at NA
1555650_at NA
1555651_at NA
1555653_at NA
1555655_at NA
1555656_at NA
1555659_a_at NA
1555661_at NA
1555662_s_at NA
1555664_at NA
1555665_at NA
1555666_at NA
1555668_a_at NA
1555671_at NA
1555673_at NA
1555675_at NA
1555676_s_at NA
1555677_s_at NA
1555678_at NA
1555679_a_at NA
1555680_a_at NA
1555681_at NA
1555682_at NA
1555685_at NA
1555687_a_at NA
1555688_s_at NA
1555689_at NA
1555691_a_at NA
1555692_at NA
1555694_a_at NA
1555695_a_at NA
1555697_at NA
1555702_a_at NA
1555703_at NA
1555704_at NA
1555705_a_at NA
1555707_at NA
1555708_a_at NA
1555710_at NA
1555711_x_at NA
1555713_at NA
1555715_a_at NA
1555716_a_at NA
1555717_at NA
1555718_x_at NA
1555719_a_at NA
1555722_at NA
1555723_at NA
1555724_s_at NA
1555725_a_at NA
1555726_at NA
1555727_at NA
1555728_a_at NA
1555729_a_at NA
1555730_a_at NA
1555731_a_at NA
1555733_s_at NA
1555734_x_at NA
1555735_a_at NA
1555736_a_at NA
1555737_a_at NA
1555738_at NA
1555740_a_at NA
1555741_at NA
1555742_at NA
1555743_s_at NA
1555745_a_at NA
1555746_at NA
1555748_x_at NA
1555749_at NA
1555751_a_at NA
1555752_at NA
1555753_x_at NA
1555754_s_at NA
1555755_at NA
1555756_a_at NA
1555757_at NA
1555758_a_at NA
1555759_a_at NA
1555760_a_at NA
1555761_x_at NA
1555762_s_at NA
1555763_x_at NA
1555764_s_at NA
1555765_a_at NA
1555766_a_at NA
1555772_a_at NA
1555773_at NA
1555774_at NA
1555775_a_at NA
1555777_at NA
1555778_a_at NA
1555779_a_at NA
1555780_a_at NA
1555781_at NA
1555783_x_at NA
1555784_s_at NA
1555785_a_at NA
1555786_s_at NA
1555787_at NA
1555788_a_at NA
1555789_s_at NA
1555790_a_at NA
1555792_a_at NA
1555793_a_at NA
1555794_at NA
1555797_a_at NA
1555798_at NA
1555799_at NA
1555800_at NA
1555801_s_at NA
1555803_a_at NA
1555804_a_at NA
1555807_a_at NA
1555808_a_at NA
1555809_at NA
1555811_at NA
1555812_a_at NA
1555814_a_at NA
1555815_a_at NA
1555816_at NA
1555817_s_at NA
1555819_s_at NA
1555820_a_at NA
1555821_a_at NA
1555822_at NA
1555823_at NA
1555824_a_at NA
1555826_at NA
1555827_at NA
1555829_at NA
1555830_s_at NA
1555831_s_at NA
1555832_s_at NA
1555833_a_at NA
1555834_at NA
1555836_at NA
1555837_s_at NA
1555839_a_at NA
1555841_at NA
1555842_at NA
1555843_at NA
1555844_s_at NA
1555845_at NA
1555846_a_at NA
1555847_a_at NA
1555848_at NA
1555851_s_at NA
1555852_at NA
1555853_at NA
1555854_at NA
1555855_at NA
1555856_s_at NA
1555858_at NA
1555860_x_at NA
1555862_s_at NA
1555864_s_at NA
1555865_at NA
1555866_a_at NA
1555867_at NA
1555868_at NA
1555869_a_at NA
1555870_at NA
1555871_at NA
1555872_a_at NA
1555874_x_at NA
1555875_at NA
1555876_at NA
1555878_at NA
1555880_at NA
1555881_s_at NA
1555882_at NA
1555883_s_at NA
1555884_at NA
1555886_at NA
1555888_at NA
1555889_a_at NA
1555890_at NA
1555892_s_at NA
1555893_at NA
1555894_s_at NA
1555895_at NA
1555896_a_at NA
1555897_at NA
1555898_at NA
1555900_at NA
1555902_at NA
1555904_at NA
1555905_a_at NA
1555906_s_at NA
1555907_at NA
1555908_at NA
1555910_at NA
1555912_at NA
1555913_at NA
1555914_a_at NA
1555916_at NA
1555920_at NA
1555922_at NA
1555923_a_at NA
1555925_at NA
1555926_a_at NA
1555928_at NA
1555929_s_at NA
1555931_at NA
1555932_at NA
1555933_at NA
1555935_s_at NA
1555938_x_at NA
1555939_at NA
1555940_a_at NA
1555942_a_at NA
1555943_at NA
1555944_at NA
1555945_s_at NA
1555947_at NA
1555948_s_at NA
1555950_a_at NA
1555952_at NA
1555953_at NA
1555958_at NA
1555960_at NA
1555961_a_at NA
1555962_at NA
1555963_x_at NA
1555964_at NA
1555967_at NA
1555968_a_at NA
1555970_at NA
1555971_s_at NA
1555972_s_at NA
1555973_at NA
1555974_a_at NA
1555976_s_at NA
1555977_at NA
1555978_s_at NA
1555979_at NA
1555980_a_at NA
1555981_at NA
1555982_at NA
1555985_at NA
1555988_a_at NA
1555989_at NA
1555990_at NA
1555991_s_at NA
1555993_at NA
1555994_at NA
1555995_a_at NA
1555996_s_at NA
1555997_s_at NA
1555998_at NA
1556000_s_at NA
1556001_at NA
1556003_a_at NA
1556004_at NA
1556006_s_at NA
1556007_s_at NA
1556008_a_at NA
1556009_at NA
1556012_at NA
1556014_at NA
1556015_a_at NA
1556017_at NA
1556019_at NA
1556021_at NA
1556024_at NA
1556026_at NA
1556029_s_at NA
1556030_at NA
1556033_at NA
1556034_s_at NA
1556035_s_at NA
1556037_s_at NA
1556038_at NA
1556039_s_at NA
1556042_s_at NA
1556043_a_at NA
1556046_a_at NA
1556047_s_at NA
1556048_at NA
1556049_at NA
1556051_a_at NA
1556053_at NA
1556054_at NA
1556055_at NA
1556056_at NA
1556057_s_at NA
1556058_s_at NA
1556059_s_at NA
1556060_a_at NA
1556061_at NA
1556062_at NA
1556063_s_at NA
1556064_at NA
1556065_at NA
1556066_at NA
1556067_a_at NA
1556069_s_at NA
1556072_at NA
1556075_at NA
1556078_at NA
1556081_at NA
1556082_a_at NA
1556084_at NA
1556086_at NA
1556088_at NA
1556090_at NA
1556092_s_at NA
1556095_at NA
1556096_s_at NA
1556097_at NA
1556099_at NA
1556102_x_at NA
1556103_at NA
1556105_at NA
1556107_at NA
1556110_at NA
1556111_s_at NA
1556113_at NA
1556114_a_at NA
1556116_s_at NA
1556117_at NA
1556121_at NA
1556122_at NA
1556123_a_at NA
1556125_at NA
1556126_s_at NA
1556127_at NA
1556128_a_at NA
1556129_at NA
1556131_s_at NA
1556133_s_at NA
1556134_a_at NA
1556136_at NA
1556138_a_at NA
1556144_at NA
1556145_a_at NA
1556147_at NA
1556148_s_at NA
1556149_at NA
1556151_at NA
1556153_s_at NA
1556154_a_at NA
1556155_at NA
1556156_at NA
1556158_at NA
1556159_at NA
1556160_a_at NA
1556161_a_at NA
1556162_at NA
1556163_a_at NA
1556165_at NA
1556166_x_at NA
1556167_at NA
1556168_s_at NA
1556170_at NA
1556171_a_at NA
1556172_at NA
1556173_a_at NA
1556175_at NA
1556176_at NA
1556178_x_at NA
1556180_at NA
1556181_at NA
1556182_x_at NA
1556183_at NA
1556185_a_at NA
1556186_s_at NA
1556187_at NA
1556188_a_at NA
1556190_s_at NA
1556192_x_at NA
1556194_a_at NA
1556195_a_at NA
1556199_a_at NA
1556200_a_at NA
1556201_at NA
1556202_at NA
1556203_a_at NA
1556204_a_at NA
1556205_at NA
1556206_at NA
1556207_a_at NA
1556209_at NA
1556210_at NA
1556211_a_at NA
1556212_x_at NA
1556213_a_at NA
1556216_s_at NA
1556220_at NA
1556221_a_at NA
1556222_at NA
1556224_a_at NA
1556226_at NA
1556227_at NA
1556228_a_at NA
1556229_at NA
1556231_a_at NA
1556232_at NA
1556233_s_at NA
1556235_at NA
1556236_at NA
1556238_at NA
1556239_a_at NA
1556240_at NA
1556242_a_at NA
1556244_s_at NA
1556247_a_at NA
1556248_at NA
1556249_a_at NA
1556250_at NA
1556253_s_at NA
1556255_a_at NA
1556256_a_at NA
1556257_at NA
1556259_at NA
1556261_a_at NA
1556262_at NA
1556263_s_at NA
1556265_at NA
1556266_a_at NA
1556267_at NA
1556269_at NA
1556271_at NA
1556272_a_at NA
1556274_at NA
1556277_a_at NA
1556279_at NA
1556281_at NA
1556282_at NA
1556283_s_at NA
1556284_at NA
1556285_s_at NA
1556287_a_at NA
1556288_at NA
1556289_at NA
1556291_at NA
1556292_s_at NA
1556294_at NA
1556296_at NA
1556297_a_at NA
1556299_s_at NA
1556300_s_at NA
1556301_at NA
1556304_s_at NA
1556306_at NA
1556308_at NA
1556309_s_at NA
1556312_at NA
1556314_a_at NA
1556316_s_at NA
1556318_s_at NA
1556319_at NA
1556320_at NA
1556321_a_at NA
1556322_a_at NA
1556323_at NA
1556325_at NA
1556327_a_at NA
1556328_at NA
1556329_a_at NA
1556331_a_at NA
1556332_at NA
1556333_at NA
1556334_s_at NA
1556336_at NA
1556338_at NA
1556339_a_at NA
1556340_at NA
1556341_s_at NA
1556344_at NA
1556345_s_at NA
1556346_at NA
1556347_at NA
1556348_at NA
1556350_a_at NA
1556351_at NA
1556352_at NA
1556354_s_at NA
1556355_x_at NA
1556356_at NA
1556357_s_at NA
1556359_at NA
1556361_s_at NA
1556362_at NA
1556364_at NA
1556365_at NA
1556366_s_at NA
1556368_at NA
1556369_a_at NA
1556371_at NA
1556373_a_at NA
1556374_s_at NA
1556375_at NA
1556377_s_at NA
1556378_a_at NA
1556381_at NA
1556382_a_at NA
1556383_at NA
1556385_at NA
1556387_at NA
1556388_a_at NA
1556389_at NA
1556392_a_at NA
1556393_at NA
1556394_a_at NA
1556395_at NA
1556397_at NA
1556398_a_at NA
1556400_at NA
1556401_a_at NA
1556402_at NA
1556404_a_at NA
1556405_s_at NA
1556406_at NA
1556409_a_at NA
1556410_a_at NA
1556411_s_at NA
1556412_at NA
1556413_a_at NA
1556414_at NA
1556416_s_at NA
1556417_a_at NA
1556420_s_at NA
1556421_at NA
1556422_at NA
1556423_at NA
1556425_a_at NA
1556426_at NA
1556427_s_at NA
1556429_a_at NA
1556432_at NA
1556434_at NA
1556435_at NA
1556436_at NA
1556437_at NA
1556439_at NA
1556442_x_at NA
1556444_a_at NA
1556445_at NA
1556447_at NA
1556448_a_at NA
1556449_at NA
1556451_at NA
1556452_a_at NA
1556453_at NA
1556454_a_at NA
1556456_at NA
1556457_s_at NA
1556459_at NA
